CalendarDate,Link,Day,Week,Year,Team,Opp,Site,Q1,Q2,Q3,Q4,Final,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot
"Oct 01, 2000",,Sunday,5,2000,Titans,Giants,home,7-0,14-0,0-7,7-7,28-14,-5.0,38.0,14,9.0,4.0,6.5,-2.5,W,W,O,0
"Oct 01, 2000",,Sunday,5,2000,Giants,Titans,away,0-7,0-14,7-0,7-7,14-28,5.0,38.0,-14,-9.0,4.0,-2.5,6.5,L,L,O,0
"Oct 01, 2000",,Sunday,5,2000,Redskins,Buccaneers,home,0-7,7-0,3-0,7-10,20-17,-1.5,36.0,3,1.5,1.0,1.2,-0.2,W,W,O,1
"Oct 01, 2000",,Sunday,5,2000,Buccaneers,Redskins,away,7-0,0-7,0-3,10-7,17-20,1.5,36.0,-3,-1.5,1.0,-0.2,1.2,L,L,O,1
"Sep 25, 2000",,Monday,4,2000,Colts,Jaguars,home,7-0,14-14,5-0,17-0,43-14,-3.5,45.5,29,25.5,11.5,18.5,-7.0,W,W,O,0
"Sep 25, 2000",,Monday,4,2000,Jaguars,Colts,away,0-7,14-14,0-5,0-17,14-43,3.5,45.5,-29,-25.5,11.5,-7.0,18.5,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Cardinals,Packers,home,0-7,3-10,0-6,0-6,3-29,-1.5,41.5,-26,-27.5,-9.5,-18.5,9.0,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Packers,Cardinals,away,7-0,10-3,6-0,6-0,29-3,1.5,41.5,26,27.5,-9.5,9.0,-18.5,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Falcons,Rams,home,7-3,6-14,0-10,7-14,20-41,7.0,55.5,-21,-14.0,5.5,-4.2,9.8,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Rams,Falcons,away,3-7,14-6,10-0,14-7,41-20,-7.0,55.5,21,14.0,5.5,9.8,-4.2,W,W,O,0
"Sep 24, 2000",,Sunday,4,2000,Ravens,Bengals,home,10-0,14-0,3-0,10-0,37-0,-12.0,37.5,37,25.0,-0.5,12.2,-12.8,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Bengals,Ravens,away,0-10,0-14,0-3,0-10,0-37,12.0,37.5,-37,-25.0,-0.5,-12.8,12.2,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Bears,Lions,home,0-7,0-7,14-0,0-7,14-21,-2.0,37.5,-7,-9.0,-2.5,-5.8,3.2,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Lions,Bears,away,7-0,7-0,0-14,7-0,21-14,2.0,37.5,7,9.0,-2.5,3.2,-5.8,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Cowboys,Fortyniners,home,0-3,10-14,0-10,14-14,24-41,-6.5,47.0,-17,-23.5,18.0,-2.8,20.8,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Fortyniners,Cowboys,away,3-0,14-10,10-0,14-14,41-24,6.5,47.0,17,23.5,18.0,20.8,-2.8,W,W,O,0
"Sep 24, 2000",,Sunday,4,2000,Broncos,Chiefs,home,3-7,9-0,10-7,0-9,22-23,-7.0,43.5,-1,-8.0,1.5,-3.2,4.8,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Chiefs,Broncos,away,7-3,0-9,7-10,9-0,23-22,7.0,43.5,1,8.0,1.5,4.8,-3.2,W,W,O,0
"Sep 24, 2000",,Sunday,4,2000,Dolphins,Patriots,home,0-0,10-3,0-0,0-0,10-3,-3.5,34.5,7,3.5,-21.5,-9.0,-12.5,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Patriots,Dolphins,away,0-0,3-10,0-0,0-0,3-10,3.5,34.5,-7,-3.5,-21.5,-12.5,-9.0,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Saints,Eagles,home,7-0,0-14,0-7,0-0,7-21,-1.5,37.5,-14,-15.5,-9.5,-12.5,3.0,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Eagles,Saints,away,0-7,14-0,7-0,0-0,21-7,1.5,37.5,14,15.5,-9.5,3.0,-12.5,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Giants,Redskins,home,0-0,0-10,0-6,6-0,6-16,-1.5,42.0,-10,-11.5,-20.0,-15.8,-4.2,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Redskins,Giants,away,0-0,10-0,6-0,0-6,16-6,1.5,42.0,10,11.5,-20.0,-4.2,-15.8,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Steelers,Titans,home,3-10,3-0,0-3,14-10,20-23,7.0,36.0,-3,4.0,7.0,5.5,1.5,L,W,O,0
"Sep 24, 2000",,Sunday,4,2000,Titans,Steelers,away,10-3,0-3,3-0,10-14,23-20,-7.0,36.0,3,-4.0,7.0,1.5,5.5,W,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Raiders,Browns,home,7-7,21-0,0-3,8-0,36-10,-11.5,40.5,26,14.5,5.5,10.0,-4.5,W,W,O,0
"Sep 24, 2000",,Sunday,4,2000,Browns,Raiders,away,7-7,0-21,3-0,0-8,10-36,11.5,40.5,-26,-14.5,5.5,-4.5,10.0,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Chargers,Seahawks,home,6-10,6-3,0-7,0-0,12-20,2.5,36.0,-8,-5.5,-4.0,-4.8,0.8,L,L,U,0
"Sep 24, 2000",,Sunday,4,2000,Seahawks,Chargers,away,10-6,3-6,7-0,0-0,20-12,-2.5,36.0,8,5.5,-4.0,0.8,-4.8,W,W,U,0
"Sep 24, 2000",,Sunday,4,2000,Buccaneers,Jets,home,3-3,7-3,7-0,0-15,17-21,-7.0,36.5,-4,-11.0,1.5,-4.8,6.2,L,L,O,0
"Sep 24, 2000",,Sunday,4,2000,Jets,Buccaneers,away,3-3,3-7,0-7,15-0,21-17,7.0,36.5,4,11.0,1.5,6.2,-4.8,W,W,O,0
"Sep 18, 2000",,Monday,3,2000,Redskins,Cowboys,home,7-7,0-7,7-3,7-10,21-27,-10.5,44.0,-6,-16.5,4.0,-6.2,10.2,L,L,O,0
"Sep 18, 2000",,Monday,3,2000,Cowboys,Redskins,away,7-7,7-0,3-7,10-7,27-21,10.5,44.0,6,16.5,4.0,10.2,-6.2,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Panthers,Falcons,home,0-3,10-7,0-0,0-5,10-15,-5.5,48.5,-5,-10.5,-23.5,-17.0,-6.5,L,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Falcons,Panthers,away,3-0,7-10,0-0,5-0,15-10,5.5,48.5,5,10.5,-23.5,-6.5,-17.0,W,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Bears,Giants,home,0-7,7-0,0-7,0-0,7-14,-2.0,43.0,-7,-9.0,-22.0,-15.5,-6.5,L,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Giants,Bears,away,7-0,0-7,7-0,0-0,14-7,2.0,43.0,7,9.0,-22.0,-6.5,-15.5,W,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Browns,Steelers,home,14-0,0-10,3-10,6-0,23-20,2.5,35.5,3,5.5,7.5,6.5,1.0,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Steelers,Browns,away,0-14,10-0,10-3,0-6,20-23,-2.5,35.5,-3,-5.5,7.5,1.0,6.5,L,L,O,0
"Sep 17, 2000",,Sunday,3,2000,Lions,Buccaneers,home,3-14,7-7,0-3,0-7,10-31,3.0,34.5,-21,-18.0,6.5,-5.8,12.2,L,L,O,0
"Sep 17, 2000",,Sunday,3,2000,Buccaneers,Lions,away,14-3,7-7,3-0,7-0,31-10,-3.0,34.5,21,18.0,6.5,12.2,-5.8,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Packers,Eagles,home,0-0,0-3,3-0,3-0,6-3,-4.0,42.5,3,-1.0,-33.5,-17.2,-16.2,W,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Eagles,Packers,away,0-0,3-0,0-3,0-3,3-6,4.0,42.5,-3,1.0,-33.5,-16.2,-17.2,L,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Jaguars,Bengals,home,10-0,0-0,0-0,3-0,13-0,-13.0,40.0,13,0.0,-27.0,-13.5,-13.5,W,P,U,0
"Sep 17, 2000",,Sunday,3,2000,Bengals,Jaguars,away,0-10,0-0,0-0,0-3,0-13,13.0,40.0,-13,0.0,-27.0,-13.5,-13.5,L,P,U,0
"Sep 17, 2000",,Sunday,3,2000,Chiefs,Chargers,home,0-10,14-0,14-0,14-0,42-10,-5.5,35.0,32,26.5,17.0,21.8,-4.8,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Chargers,Chiefs,away,10-0,0-14,0-14,0-14,10-42,5.5,35.0,-32,-26.5,17.0,-4.8,21.8,L,L,O,0
"Sep 17, 2000",,Sunday,3,2000,Dolphins,Ravens,home,3-0,3-0,7-3,6-3,19-6,2.5,34.5,13,15.5,-9.5,3.0,-12.5,W,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Ravens,Dolphins,away,0-3,0-3,3-7,3-6,6-19,-2.5,34.5,-13,-15.5,-9.5,-12.5,3.0,L,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Patriots,Vikings,home,7-7,0-14,0-0,6-0,13-21,-2.0,42.5,-8,-10.0,-8.5,-9.2,0.8,L,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Vikings,Patriots,away,7-7,14-0,0-0,0-6,21-13,2.0,42.5,8,10.0,-8.5,0.8,-9.2,W,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Jets,Bills,home,7-7,14-7,3-0,3-0,27-14,-1.0,37.5,13,12.0,3.5,7.8,-4.2,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Bills,Jets,away,7-7,7-14,0-3,0-3,14-27,1.0,37.5,-13,-12.0,3.5,-4.2,7.8,L,L,O,0
"Sep 17, 2000",,Sunday,3,2000,Raiders,Broncos,home,7-17,17-7,0-3,0-6,24-33,-3.0,44.0,-9,-12.0,13.0,0.5,12.5,L,L,O,0
"Sep 17, 2000",,Sunday,3,2000,Broncos,Raiders,away,17-7,7-17,3-0,6-0,33-24,3.0,44.0,9,12.0,13.0,12.5,0.5,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Seahawks,Saints,home,7-7,0-3,3-0,10-0,20-10,-5.5,40.0,10,4.5,-10.0,-2.8,-7.2,W,W,U,0
"Sep 17, 2000",,Sunday,3,2000,Saints,Seahawks,away,7-7,3-0,0-3,0-10,10-20,5.5,40.0,-10,-4.5,-10.0,-7.2,-2.8,L,L,U,0
"Sep 17, 2000",,Sunday,3,2000,Rams,Fortyniners,home,3-7,14-10,7-0,17-7,41-24,-16.5,57.0,17,0.5,8.0,4.2,3.8,W,W,O,0
"Sep 17, 2000",,Sunday,3,2000,Fortyniners,Rams,away,7-3,10-14,0-7,7-17,24-41,16.5,57.0,-17,-0.5,8.0,3.8,4.2,L,L,O,0
"Sep 11, 2000",,Monday,2,2000,Jets,Patriots,home,7-3,0-9,0-0,13-7,20-19,-6.5,39.5,1,-5.5,-0.5,-3.0,2.5,W,L,U,0
"Sep 11, 2000",,Monday,2,2000,Patriots,Jets,away,3-7,9-0,0-0,7-13,19-20,6.5,39.5,-1,5.5,-0.5,2.5,-3.0,L,W,U,0
"Sep 10, 2000",,Sunday,2,2000,Cardinals,Cowboys,home,3-7,10-14,10-3,9-7,32-31,-3.0,39.5,1,-2.0,23.5,10.8,12.8,W,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Cowboys,Cardinals,away,7-3,14-10,3-10,7-9,31-32,3.0,39.5,-1,2.0,23.5,12.8,10.8,L,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Ravens,Jaguars,home,0-17,7-6,15-3,17-10,39-36,-2.5,36.5,3,0.5,38.5,19.5,19.0,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Jaguars,Ravens,away,17-0,6-7,3-15,10-17,36-39,2.5,36.5,-3,-0.5,38.5,19.0,19.5,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Bills,Packers,home,0-0,10-0,10-10,7-8,27-18,-6.0,37.5,9,3.0,7.5,5.2,2.2,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Packers,Bills,away,0-0,0-10,10-10,8-7,18-27,6.0,37.5,-9,-3.0,7.5,2.2,5.2,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Bengals,Browns,home,0-7,7-7,0-3,0-7,7-24,-6.0,40.5,-17,-23.0,-9.5,-16.2,6.8,L,L,U,0
"Sep 10, 2000",,Sunday,2,2000,Browns,Bengals,away,7-0,7-7,3-0,7-0,24-7,6.0,40.5,17,23.0,-9.5,6.8,-16.2,W,W,U,0
"Sep 10, 2000",,Sunday,2,2000,Broncos,Falcons,home,13-0,21-7,8-7,0-0,42-14,-4.0,46.0,28,24.0,10.0,17.0,-7.0,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Falcons,Broncos,away,0-13,7-21,7-8,0-0,14-42,4.0,46.0,-28,-24.0,10.0,-7.0,17.0,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Lions,Redskins,home,3-0,3-7,3-3,6-0,15-10,6.0,43.0,5,11.0,-18.0,-3.5,-14.5,W,W,U,0
"Sep 10, 2000",,Sunday,2,2000,Redskins,Lions,away,0-3,7-3,3-3,0-6,10-15,-6.0,43.0,-5,-11.0,-18.0,-14.5,-3.5,L,L,U,0
"Sep 10, 2000",,Sunday,2,2000,Colts,Raiders,home,14-0,10-7,0-24,7-7,31-38,-6.5,44.0,-7,-13.5,25.0,5.8,19.2,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Raiders,Colts,away,0-14,7-10,24-0,7-7,38-31,6.5,44.0,7,13.5,25.0,19.2,5.8,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Vikings,Dolphins,home,3-0,0-0,0-0,10-7,13-7,-3.5,42.5,6,2.5,-22.5,-10.0,-12.5,W,W,U,0
"Sep 10, 2000",,Sunday,2,2000,Dolphins,Vikings,away,0-3,0-0,0-0,7-10,7-13,3.5,42.5,-6,-2.5,-22.5,-12.5,-10.0,L,L,U,0
"Sep 10, 2000",,Sunday,2,2000,Eagles,Giants,home,0-3,3-17,9-7,6-6,18-33,-3.0,39.5,-15,-18.0,11.5,-3.2,14.8,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Giants,Eagles,away,3-0,17-3,7-9,6-6,33-18,3.0,39.5,15,18.0,11.5,14.8,-3.2,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Chargers,Saints,home,3-7,21-6,0-6,3-9,27-28,-5.5,35.5,-1,-6.5,19.5,6.5,13.0,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Saints,Chargers,away,7-3,6-21,6-0,9-3,28-27,5.5,35.5,1,6.5,19.5,13.0,6.5,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Seahawks,Rams,home,3-3,7-10,10-7,14-17,34-37,8.0,46.0,-3,5.0,25.0,15.0,10.0,L,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Rams,Seahawks,away,3-3,10-7,7-10,17-14,37-34,-8.0,46.0,3,-5.0,25.0,10.0,15.0,W,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Fortyniners,Panthers,home,0-14,0-14,7-10,15-0,22-38,3.0,49.0,-16,-13.0,11.0,-1.0,12.0,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Panthers,Fortyniners,away,14-0,14-0,10-7,0-15,38-22,-3.0,49.0,16,13.0,11.0,12.0,-1.0,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Buccaneers,Bears,home,0-0,20-0,14-0,7-0,41-0,-7.0,37.0,41,34.0,4.0,19.0,-15.0,W,W,O,0
"Sep 10, 2000",,Sunday,2,2000,Bears,Buccaneers,away,0-0,0-20,0-14,0-7,0-41,7.0,37.0,-41,-34.0,4.0,-15.0,19.0,L,L,O,0
"Sep 10, 2000",,Sunday,2,2000,Titans,Chiefs,home,0-0,7-7,0-0,7-7,17-14,-8.5,39.0,3,-5.5,-8.0,-6.8,-1.2,W,L,U,1
"Sep 10, 2000",,Sunday,2,2000,Chiefs,Titans,away,0-0,7-7,0-0,7-7,14-17,8.5,39.0,-3,5.5,-8.0,-1.2,-6.8,L,W,U,1
"Sep 04, 2000",,Monday,1,2000,Rams,Broncos,home,7-7,14-10,14-10,6-9,41-36,-8.5,48.5,5,-3.5,28.5,12.5,16.0,W,L,O,0
"Sep 04, 2000",,Monday,1,2000,Broncos,Rams,away,7-7,10-14,10-14,9-6,36-41,6.5,48.5,-5,1.5,28.5,15.0,13.5,L,W,O,0
"Sep 03, 2000",,Sunday,1,2000,Falcons,Fortyniners,home,6-7,16-7,14-7,0-7,36-28,-7.0,46.5,8,1.0,17.5,9.2,8.2,W,W,O,0
"Sep 03, 2000",,Sunday,1,2000,Fortyniners,Falcons,away,7-6,7-16,7-14,7-0,28-36,7.0,46.5,-8,-1.0,17.5,8.2,9.2,L,L,O,0
"Sep 03, 2000",,Sunday,1,2000,Bills,Titans,home,0-0,7-6,3-0,6-7,16-13,-1.0,40.0,3,2.0,-11.0,-4.5,-6.5,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Titans,Bills,away,0-0,6-7,0-3,7-6,13-16,1.0,40.0,-3,-2.0,-11.0,-6.5,-4.5,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Browns,Jaguars,home,0-0,7-10,0-10,0-7,7-27,10.5,38.0,-20,-9.5,-4.0,-6.8,2.8,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Jaguars,Browns,away,0-0,10-7,10-0,7-0,27-7,-10.5,38.0,20,9.5,-4.0,2.8,-6.8,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Cowboys,Eagles,home,0-14,6-10,0-3,8-14,14-41,-6.5,39.5,-27,-33.5,15.5,-9.0,24.5,L,L,O,0
"Sep 03, 2000",,Sunday,1,2000,Eagles,Cowboys,away,14-0,10-6,3-0,14-8,41-14,6.5,39.5,27,33.5,15.5,24.5,-9.0,W,W,O,0
"Sep 03, 2000",,Sunday,1,2000,Packers,Jets,home,7-7,3-3,3-0,3-10,16-20,-3.0,44.0,-4,-7.0,-8.0,-7.5,-0.5,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Jets,Packers,away,7-7,3-3,0-3,10-3,20-16,3.0,44.0,4,7.0,-8.0,-0.5,-7.5,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Chiefs,Colts,home,0-0,7-7,7-7,0-13,14-27,3.5,44.0,-13,-9.5,-3.0,-6.2,3.2,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Colts,Chiefs,away,0-0,7-7,7-7,13-0,27-14,-3.5,44.0,13,9.5,-3.0,3.2,-6.2,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Dolphins,Seahawks,home,10-0,13-0,0-0,0-0,23-0,-2.0,36.0,23,21.0,-13.0,4.0,-17.0,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Seahawks,Dolphins,away,0-10,0-13,0-0,0-0,0-23,2.0,36.0,-23,-21.0,-13.0,-17.0,4.0,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Vikings,Bears,home,6-7,3-6,7-7,14-7,30-27,-4.5,46.5,3,-1.5,10.5,4.5,6.0,W,L,O,0
"Sep 03, 2000",,Sunday,1,2000,Bears,Vikings,away,7-6,6-3,7-7,7-14,27-30,4.5,46.5,-3,1.5,10.5,6.0,4.5,L,W,O,0
"Sep 03, 2000",,Sunday,1,2000,Patriots,Buccaneers,home,3-0,7-14,0-7,6-0,16-21,3.0,36.0,-5,-2.0,1.0,-0.5,1.5,L,L,O,0
"Sep 03, 2000",,Sunday,1,2000,Buccaneers,Patriots,away,0-3,14-7,7-0,0-6,21-16,-3.0,36.0,5,2.0,1.0,1.5,-0.5,W,W,O,0
"Sep 03, 2000",,Sunday,1,2000,Saints,Lions,home,7-0,0-6,0-8,3-0,10-14,-1.0,39.5,-4,-5.0,-15.5,-10.2,-5.2,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Lions,Saints,away,0-7,6-0,8-0,0-3,14-10,1.0,39.5,4,5.0,-15.5,-5.2,-10.2,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Giants,Cardinals,home,7-0,7-0,0-3,7-13,21-16,-6.5,40.0,5,-1.5,-3.0,-2.2,-0.8,W,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Cardinals,Giants,away,0-7,0-7,3-0,13-7,16-21,6.5,40.0,-5,1.5,-3.0,-0.8,-2.2,L,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Steelers,Ravens,home,0-10,0-3,0-3,0-0,0-16,2.5,37.0,-16,-13.5,-21.0,-17.2,-3.8,L,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Ravens,Steelers,away,10-0,3-0,3-0,0-0,16-0,-2.5,37.0,16,13.5,-21.0,-3.8,-17.2,W,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Raiders,Chargers,home,0-0,0-0,2-0,7-6,9-6,-6.5,39.0,3,-3.5,-24.0,-13.8,-10.2,W,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Chargers,Raiders,away,0-0,0-0,0-2,6-7,6-9,6.5,39.0,-3,3.5,-24.0,-10.2,-13.8,L,W,U,0
"Sep 03, 2000",,Sunday,1,2000,Redskins,Panthers,home,7-10,0-0,3-0,10-7,20-17,-10.5,47.5,3,-7.5,-10.5,-9.0,-1.5,W,L,U,0
"Sep 03, 2000",,Sunday,1,2000,Panthers,Redskins,away,10-7,0-0,0-3,7-10,17-20,10.5,47.5,-3,7.5,-10.5,-1.5,-9.0,L,W,U,0
"Jan 03, 2000",,Monday,17,1999,Falcons,Fortyniners,home,7-0,10-7,14-8,3-14,34-29,-7.0,46.5,5,-2.0,16.5,7.2,9.2,W,L,O,0
"Jan 03, 2000",,Monday,17,1999,Fortyniners,Falcons,away,0-7,7-10,8-14,14-3,29-34,7.0,46.5,-5,2.0,16.5,9.2,7.2,L,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Bills,Colts,home,7-3,14-3,0-0,10-0,31-6,2.0,41.0,25,27.0,-4.0,11.5,-15.5,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Colts,Bills,away,3-7,3-14,0-0,0-10,6-31,-2.0,41.0,-25,-27.0,-4.0,-15.5,11.5,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Panthers,Saints,home,10-0,7-0,14-0,14-13,45-13,-8.0,46.5,32,24.0,11.5,17.8,-6.2,W,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Saints,Panthers,away,0-10,0-7,0-14,13-14,13-45,8.0,46.5,-32,-24.0,11.5,-6.2,17.8,L,L,O,0
"Jan 02, 2000",,Sunday,17,1999,Bears,Buccaneers,home,0-0,0-10,3-3,3-7,6-20,3.0,35.0,-14,-11.0,-9.0,-10.0,1.0,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Buccaneers,Bears,away,0-0,10-0,3-3,7-3,20-6,-3.0,35.0,14,11.0,-9.0,1.0,-10.0,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Cowboys,Giants,home,6-0,10-0,7-3,3-15,26-18,-6.0,37.5,8,2.0,6.5,4.2,2.2,W,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Giants,Cowboys,away,0-6,0-10,3-7,15-3,18-26,6.0,37.5,-8,-2.0,6.5,2.2,4.2,L,L,O,0
"Jan 02, 2000",,Sunday,17,1999,Broncos,Chargers,home,0-0,0-12,3-0,3-0,6-12,-7.0,38.0,-6,-13.0,-20.0,-16.5,-3.5,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Chargers,Broncos,away,0-0,12-0,0-3,0-3,12-6,7.0,38.0,6,13.0,-20.0,-3.5,-16.5,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Packers,Cardinals,home,7-0,7-3,14-7,21-14,49-24,-8.0,38.0,25,17.0,35.0,26.0,9.0,W,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Cardinals,Packers,away,0-7,3-7,7-14,14-21,24-49,8.0,38.0,-25,-17.0,35.0,9.0,26.0,L,L,O,0
"Jan 02, 2000",,Sunday,17,1999,Jaguars,Bengals,home,7-7,10-0,0-0,7-0,24-7,-9.0,40.0,17,8.0,-9.0,-0.5,-8.5,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Bengals,Jaguars,away,7-7,0-10,0-0,0-7,7-24,9.0,40.0,-17,-8.0,-9.0,-8.5,-0.5,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Chiefs,Raiders,home,17-7,7-21,7-7,7-3,38-41,-4.0,40.5,-3,-7.0,38.5,15.8,22.8,L,L,O,1
"Jan 02, 2000",,Sunday,17,1999,Raiders,Chiefs,away,7-17,21-7,7-7,3-7,41-38,4.0,40.5,3,7.0,38.5,22.8,15.8,W,W,O,1
"Jan 02, 2000",,Sunday,17,1999,Vikings,Lions,home,7-7,10-3,0-0,7-7,24-17,-7.0,48.5,7,0.0,-7.5,-3.8,-3.8,W,P,U,0
"Jan 02, 2000",,Sunday,17,1999,Lions,Vikings,away,7-7,3-10,0-0,7-7,17-24,7.0,48.5,-7,0.0,-7.5,-3.8,-3.8,L,P,U,0
"Jan 02, 2000",,Sunday,17,1999,Patriots,Ravens,home,0-0,13-3,7-0,0-0,20-3,2.0,37.5,17,19.0,-14.5,2.2,-16.8,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Ravens,Patriots,away,0-0,3-13,0-7,0-0,3-20,-2.0,37.5,-17,-19.0,-14.5,-16.8,2.2,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Jets,Seahawks,home,3-6,10-0,3-3,3-0,19-9,-1.0,38.0,10,9.0,-10.0,-0.5,-9.5,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Seahawks,Jets,away,6-3,0-10,3-3,0-3,9-19,1.0,38.0,-10,-9.0,-10.0,-9.5,-0.5,L,L,U,0
"Jan 02, 2000",,Sunday,17,1999,Eagles,Rams,home,3-7,14-10,7-7,14-7,38-31,8.0,42.0,7,15.0,27.0,21.0,6.0,W,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Rams,Eagles,away,7-3,10-14,7-7,7-14,31-38,-8.0,42.0,-7,-15.0,27.0,6.0,21.0,L,L,O,0
"Jan 02, 2000",,Sunday,17,1999,Steelers,Titans,home,7-7,0-24,22-9,7-7,36-47,3.0,38.0,-11,-8.0,45.0,18.5,26.5,L,L,O,0
"Jan 02, 2000",,Sunday,17,1999,Titans,Steelers,away,7-7,24-0,9-22,7-7,47-36,-3.0,38.0,11,8.0,45.0,26.5,18.5,W,W,O,0
"Jan 02, 2000",,Sunday,17,1999,Redskins,Dolphins,home,0-0,7-3,7-0,7-7,21-10,-3.0,44.0,11,8.0,-13.0,-2.5,-10.5,W,W,U,0
"Jan 02, 2000",,Sunday,17,1999,Dolphins,Redskins,away,0-0,3-7,0-7,7-7,10-21,3.0,44.0,-11,-8.0,-13.0,-10.5,-2.5,L,L,U,0
"Dec 27, 1999",,Monday,16,1999,Dolphins,Jets,home,7-10,7-7,7-7,10-14,31-38,-3.0,37.0,-7,-10.0,32.0,11.0,21.0,L,L,O,0
"Dec 27, 1999",,Monday,16,1999,Jets,Dolphins,away,10-7,7-7,7-7,14-10,38-31,3.0,37.0,7,10.0,32.0,21.0,11.0,W,W,O,0
"Dec 26, 1999",,Sunday,16,1999,Falcons,Cardinals,home,7-0,13-14,7-0,10-0,37-14,-2.0,40.0,23,21.0,11.0,16.0,-5.0,W,W,O,0
